product_id,price,retail_price,rating,title,title_orig,product_color,countries_shipped_to,additional_information,origin_country_id
5d4105bcde7d5d3b599eaa26,6.0,6,4.0,NOUVELLE Femmes D'été Col Rond Robe Casual Sans Manches Robe Imprimé Floral Robe Slim Fleur Robe Plus La Taille,NEW Summer Women Round Neck Dress Casual Sleeveless Dress Floral Printed Dress Slim Flower Dress Plus Size,black & white,35,"slim dress,fashion women,Plus Size,Floral,Necks,Summer,Dresses,Dress,neck dress,Round neck,floralprinted,Women's Fashion,Sleeveless dress,Flowers,dress slim,sleeveless,Women,slim,Casual,printed",2
56a88f23e726b165ec424c94,12.0,118,4.29,Femmes Dentelle Floral Blanc Longue Maxi Dress Boho Cardigan Veste Manteau Kimono Kaftan,Women Lace Floral White Long Maxi Dress Boho Cardigan Jacket Coat Kimono Kaftan,black,38,"Sheer,cardigan,Lace,Long Coat,Long Sleeve,Coat,Dress,Women's Fashion,Hollow,Jacket,boho,Fashion,kaftandresse,Floral,white,Women,kimono",2
563707b0e5be09157176fe80,15.0,115,3.94,Femmes dentelle plage boho maxi robe d'été sans manches robe longue fête vacances robes sans bretelles,Women Lace Beach Boho Maxi Sundress Sleeveless Long Dress Party Holiday Strapless Dresses,white,38,"bathing suit,strapless,Lace,women dresses,long dress,Beach,Dress,Lace Dress,boho,Women's Fashion,Party Dress,boho dress,Sexy Dress,party,Holiday,sheertop,sleeveless,Women",2
5a98b8cd414de27e9ef44d4a,13.0,68,3.97,2018 Nouveau ZANZEA Beach Romper Femmes Combinaisons de saut ZANZEA à glissière frontale Sexy Playsuits sans manches,2018 New ZANZEA Beach Romper Women Jumpsuits Front Zipper Sleeveless Sexy Playsuits,black,38,"womenpalysuit,Women,Plus Size,Beach,palysuit,Women's Fashion,Women S Clothing,sexy,sleeveless,Body Suit,zippers,Rompers,jumpsuitsforwomen,jumpsuit",2
5c9d920da94960780239d468,14.0,76,4.06,HODMEXI Mode Amour Graffiti Imprimer Robe D'été À Manches Courtes Robes De Soirée Plus La Taille Femmes Vêtements Vestidos,HODMEXI Fashion Love Graffiti Print Summer Dress Short Sleeve Party Dresses Plus Size Women Clothing Vestidos,Unknown,36,"Summer,Plus Size,Love,plus size dress,Dress,short sleeves,Women's Fashion,Party Dress,Graffiti,uniquedres,Clothing,Bodycon Dress,casual dress,Shorts,Sleeve,summer dress,Cotton Dress,Women Clothing,print dress,Print,party,Short Sleeved,Women,Fashion",2
5ccfc1718249575e0f776a12,15.0,109,3.96,HODMEXI Robes d'été en dentelle pour dames Robes de soirée grande taille Robe longue sans manches élégante pour dames HODMEXI,HODMEXI Summer Women Lace Party Dresses Plus Size Elegant Sleeveless Long Dress Women Clothing,black,36,"lace dresses,Club Dress,Plus Size,Lace,Summer,long dress,Clothing,Dress,summer dress,Women's Fashion,Maxi Dresses,womens clothes,Elegant,beach dress,Sleeveless dress,sleeveless,party,Women,Fashion,casual dress",2
58df3eb809730e54ddd932ca,8.0,84,3.6,Summer Women Sexy White Broderie Sexy White Dentelle Crop Top Plus Size Clubwear Flare Sleeve Clothing Vêtements,Summer Women Sexy White Embroidery Lace Crop Top Plus Size Clubwear Flare Sleeve Clothing,Unknown,36,"white,uniquetop,Plus Size,crop top,Lace,Hollow-out,Summer,lace top,Tops,slashneck,flaresleeve,clubwear,Women's Fashion,Fashion,Embroidery,summer clothes for women,long sleeve shirt,sexy,Clothing,Sleeve,Women",2
56f0dab6277db57b2a18e14e,9.0,76,3.55,fr.delaval.nl : Nouvelle mode d'été pour femmes Robes de fête sexy Robes décontractées pour femmes grande taille,HODMEXI™ New Fashion Summer Womens Sexy Party Dresses Plus Size Women Casual Dress,green,36,"Summer,Plus Size,club dresses,Dress,summer dress,Casual,patydresse,Women's Fashion,Women Clothing,Midi Dress,Women,party,sexy,black dress,plus size dresses,Fashion,green dress,casual dress",2
5c91e1ecb14bfa747e277427,5.83,5,4.22,2019 Mode pour femmes Maillots de bain Deux pièces Bikini fendu Bikini Set été Plage Imprimé Maillot de bain de bain,2019 Women's Fashion Swimwear Two Pieces Split Bikini Set Summer Printed Beach Bathing Swimsuits,whitefloral,35,"Summer,sexy bathing suit,Bikinis Set,Swimwear,Swimsuit,Bikini,splitbikiniset,Fashion,Two Pieces,printed,Women's Fashion,Beach,splits",2
5ad987d8918dae087d633040,7.0,6,4.41,2018 Mode d'été Femmes Débardeurs Débardeurs Femmes Sexy Culottes sans manches Casual Style Femmes Coton Imprimé Dentelle Coutures Irrégulières Blouse Tops（S-5XL),2018 Summer Fashion Women Tank Tops Sexy Women Sleeveless Crop Tops Casual Style Women Cotton Print Lace Stitching Irregular Blouse Tops（S-5XL),green,35,"blouse,Summer,Plus Size,Tank,Lace,Tops,topsamptshirt,tank top,Women's Fashion,Fashion,Loose,topsampblouse,Print,sleeveless,sexy,Cotton,Casual,Women",2
5e16cb87e6dd7c03be24b28a,2.0,2,4.19,Femmes d'été Mode Débardeurs Sexy Sans Manches Crop Tops Style Décontracté Femmes Coton Imprimé Dentelle Coutures Irrégulières Blouse Tops （XS-5XL),Women Summer Fashion Tank Tops Sexy Sleeveless Crop Tops Casual Style Women Cotton Print Lace Stitching Irregular Blouse Tops（XS-5XL),green,35,"blouse,Summer,Plus Size,Tops & Blouses,Lace,Tank,Tops,topsamptshirt,tank top,Women's Fashion,Fashion,Loose,topsampblouse,Print,sleeveless,sexy,Women,Casual,Cotton",2
5edf0766194c971ec3ac4b9e,2.81,3,3.5,Sandales décontractées pour femmes Tongs Sandales plates Bling-bling Diamond Slippers Flip Flops Summer Flash Beach Slippers Plus Size 34-43,Womens Casual Sandals Flip Flops Flat Sandals Bling-bling Diamond Slippers Flip Flops Summer Flash Beach Slippers Plus Size 34-43,black,35,"blingblingdiamond,Flip Flops,Sandals,Jewelry,Womens Shoes,Flats,DIAMOND,Slippers,Women's Fashion,open toe,Summer,Plus Size,Beach,Casual,Sandals & Flip Flops",2
5cd93efe5ea312479d7b1400,8.0,7,4.37,Womens Summer Bikini Tankini Off Épaule Double Maillot De Bain Maillots De Bain Maillot De Bain Tankini,Womens Summer Bikini Tankini Off Shoulder Double Swimsuit Swimwear Bathing Suit Tankini,yellow,31,"Summer,Bikinis Set,Womens Swimsuit,Bikini swimwear,women swimsuit,high waist bikini,high waisted bathing suits,Swimwear,Bikini,Suits,high waist swimsuit,two piece swimsuit,bandage bikini,women bathing suit,Swimsuit,Fashion,Swimming",2
574ff29cb4b28660d9f94d3f,11.0,10,3.91,Maillots de bain à rayures pour dames avec double débardeur tankini (plus grande taille),Women's Striped Double Up Tankini Top,black,31,"strapless,Fashion,Tops,striped bikini,Swimwear,beach wear,Tankinis,Women's Sweatsuit,black,Stripes,beachwear for women,monokini,Swimsuit",2
5d2c298f71a914273558a31e,7.0,7,3.85,Maillot de bain femme maillot de bain Bikinis Halter Maillots de bain femme Maillot de bain maillot de bain Tankini Monokini,Women Bikini Set Swimsuit Bikinis Halter Swimwear Women Beach Wear Bathing Suit Tankini Monokini,black & blue,31,"Bikinis Set,Womens Swimsuit,Halter,Bikini swimwear,women swimsuit,padded bikini,bandage bikini,Swimwear,swimsuits for women,Bikini,Suits,Women's Fashion,Fashion,Womens swimwear,high waist bikini,Halter Bikini,Swimsuit,Beach,Swimming,Women",2
53c8f05046188e57778ac77c,12.0,81,4.08,S-XXL Mode Eté Printemps Femme Elastique Taille Haute en Dentelle Short Short Short Hot Pants,S-XXL Summer Spring Fashion Women Elastic High Waist Lace Shorts  Short Hot Pants,white,38,"Shorts,Lace,pants,Dress,Women Leggings,Hot pants,Women's Fashion,Fashion,beachwear for women,sexy,Women,Skirts,Waist",2
5576b706edb2391a06372f71,11.0,83,3.87,Mode Femmes Dos Nu Sans Bretelles Sexy Dames Baggy Casual Lâche Longue Maxi Robe Plage Clubwear,Fashion Women Backless Strapless Sexy Ladies Baggy Casual Loose Long Maxi Dress Beach Clubwear,khaki,38,"Strapless Dress,Fashion,clubwear,long dress,Dress,Loose,strapless,beachdrss,Women's Fashion,backless,maxi dress,Ladies,sexy,Beach,Casual,Women",2
55754db131308d19e9cfcfee,12.0,76,4.17,Ethnic Ladies Sleeveless Halter Neck Collier Floral Summer Casual Mini Robe Décontractée Beach Party,Ethnic Ladies Sleeveless Halter Neck Floral Summer Casual Mini Dress Beach Party,floral,38,"Mini,Loose,Tops & Blouses,Necks,Halter,Dress,halterneck,Floral dress,Mini dress,Women's Fashion,Party Dress,party,sleeveless,Ladies,sexy,Beach,Casual",2
5da04c1f5949a226113006f1,15.0,92,3.51,ZANZEA Femmes Été Polka Dot Kaftan Beach Club Party Longue Maxi Dress HOT Long Dress,ZANZEA Women Summer Polka Dot Kaftan Beach Club Party Long Maxi Dress HOT Long Dress ,red,38,"Summer,loosedresse,kaftan,long dress,baggydres,Dress,Polkas,robesforwomen,Women's Fashion,34sleevedres,party,roundneckdres,vestido,maxi dress,Beach,polka dot,Women",2
569de6363e68eb0d85e0cded,8.0,7,3.39,Sexy Women Jupe robe en dentelle Bodycon Jupe et col en V Crop Tops 2-Pièces Party Clubwear,Sexy Women Lace Bodycon Dress Skirt and Crop V-Neck Tops 2-Piece Party Clubwear,Unknown,47,"2pieceset,short dress,Skirts,Tops,slim,short sleeves,V-neck,bodycon,clubwear,Women's Fashion,party,croptopandskirt,sexy,Mini dress,Lace,Dress,Women",2
5763e16461221c639c5ec734,8.0,85,3.37,Femmes mode cocktail soirée maxi robe en mousseline de soie d'été plage robe en dentelle,Women Fashion Cocktail Party Evening Maxi Dress Chiffon Summer Beach Lace Gown,multicolor,47,"Summer,Fashion,gowns,Vintage Dresses,Cocktail dresses,summerwomenladysleevelesschiffonflouncinglongsundressdressmaxidressloosedlongdres,chiffon dress,Dress,newsexyfulllongeveningdressbodyconsundressclubwearmaxibohodressessxl,Cocktail,vintagestylewomendressfloralhighwaisteveningpartyslimlongswingdres,Women's Fashion,fashionwomensdresseveningcocktaildresslongdressbandagesmlxl,party,long_maxi_dress,women dress,womensundres,Women,Beach,chiffon,Lace",2
56975d088b70437255bf8af8,11.0,250,3.64,Femmes sexy une pièce push-up bikini bandage monokini maillot de bain maillot de bain,Sexy Women One-Piece Push Up Bikini Bandage Monokini Swimsuit Bathing Swimwear,white,47,"Women,womenpaddedbra,summercasualfashionsexywomenprintbikinissetpushupbraswimsuitmidwaist,women swimsuit,onepiece,womensummersexybacklessbikini,Swimsuit,Swimwear,sexyswimwearset,Bikini,Fashion,fashionswimsuitswimwearbathingsuit,womenfashionsummerbikinisset,sexy,pushupbikiniset,fashionsweetladybeautywomenbikinisexyswimwear,Women's Fashion,summerbeachbikini,Swimming",2
5656be5c8f5f02126fd6babc,18.0,16,4.23,Pandolah Hot Women Maillot de bain une pièce Maillot de bain à pois Maillot de bain Push up Maillot de bain grande taille Monokini M-3XL,Pandolah Hot Women One Piece Bathing Suit Dotted Beachwear Push up Swimsuit Plus Size Swimwear Monokini M-3XL,black & white,10,"push up swimwear,Plus Size,Vintage,onepiece,plus size bathing suits for women,sexy one piece bathing suit,One Piece Swimsuits,Swimwear,polkadottedbikini,women swimwear,Fashion,plus size monokini,Suits,Women,womenbeahcwear,Swimsuit,Women's Fashion,Swimming",2
55c181dee7f48f42252fb7ff,16.0,14,4.27,Maillot de bain Hot One Piece Femmes Ruffles Sweetheart Beachwear Maillot de bain Push up Maillot de bain grande taille Monokini M-3XL,Hot One Piece Bathing Suit Women Ruffles Sweetheart Beachwear Push up Swimsuit  Plus Size Swimwear Monokini M-3XL,black,10,"Summer,sweetheart,Plus Size,ruffle,onepiece,sexy one piece bathing suit,One Piece Swimsuits,Swimwear,push up swimwear,Women's Fashion,one piece bathing suit,beachwear for women,fahsion,Suits,Swimming,Swimsuit,Women,Fashion,sexy monokini",2
56396e7c37b94b100592b93b,15.0,13,4.34,Femmes Grande Taille Monokini Gothic Black Skull Black Skull Beachwear Halter Halter Backless Push up Maillots de bain une pièce Maillot de bain une pièce,Women Plus Size Monokini Gothic Black Skull Beachwear Halter Backless Push up Swimwear One piece Bathing suit,white,10,"Goth,Plus Size,Halter,skull,black,women swimsuit,onepiece,One Piece Swimsuits,Swimwear,push up swimwear,Women's Fashion,gothic,beachwear for women,Suits,black skull bikini,backless,sexy monokini,plus size bathing suits,Women",2
5ebe0ead593b960eb1c82d0b,1.72,2,3.77,Mode féminine d'été T-shirt à manches courtes Dames Femme Col en V Évider Chemisier lâche décontracté Plus la taille Tops,Summer Women's Fashion Short Sleeve T Shirt Ladies Female V-neck Hollow Out Casual Loose Blouse Plus Size Tops,fluorescentgreen,48,"blouse,Summer,Plus Size,Shirt,Sleeve,Tops,Loose,short sleeves,V-neck,T Shirts,Shorts,Fashion,Ladies,Women's Fashion,Casual,Women",2
5cd1cbb1b5d96721e0a6b346,5.84,5,3.45,2019 Women Fashion Back Fashion Blouse creuse en dentelle à col rond Chemisier imprimé floral sans manches Casual Plus Size débardeurs (S-5XL),2019 Women Fashion Back Hollow Lace Blouse Round Neck Floral Print Sleeveless Casual Plus Size Tank Tops (S-5XL),grey,48,"blouse,Plus Size,Floral print,Lace,Tank,Tops,Necks,tank top,Round neck,Floral,Women's Fashion,Fashion,topsamptee,Print,sleeveless,Casual,Women",2
5cb0c8ce99b2203478a63abb,4.0,4,3.39,2019 nouvelle mode femmes chemisier hauts sans manches sangle spaghetti Criss Cross col en v T-shirt hauts d'été chemisier décontracté chemises,2019 New Fashion Women Blouse Tops Sleeveless Spaghetti Strap Criss Cross V-neck T Shirt Tops Summer Casual Blouse Shirts,pink,48,"blouse,Summer,Fashion,Shirt,Spaghetti,Tops,Spaghetti Strap,Cross,tank top,T Shirts,V-neck,sleeveless,Women's Fashion,Casual,Women",2
5ebbd192c1b69c3de34286cc,4.0,4,4.07,Chemisiers sans manches d'été pour femmes Casual Sling Stitching Print Camisole Débardeurs Chemises imprimées Grande taille Lâche Gilet,Women's Summer Sleeveless Blouses Casual Sling Stitching Print Camisole Tank Tops Printed Shirts Large Size Loose Vest,yellow,48,"blouse,Summer,Vest,Tank,Shirt,Tops,Loose,Women's Fashion,printed,Tops & T-Shirts,Print,sleeveless,Casual",2
5cba00c59cff0a2ef7bb8df3,5.0,5,3.94,S-5XL Grande Taille Mode Femme Décontractée D'été T-shirt de plage en coton à manches courtes et manches courtes avec blouses creuses et décolletés,S-5XL Plus Size Fashion Women Summer Casual Tops Off the Shoulder Sticting Hollow Up Blouses  Short Sleeve Loose Cotton Beach T Shirt,blue,48,"blouse,Summer,Plus Size,Shirt,Sleeve,Beach,Tops,Loose,short sleeves,T Shirts,Shorts,off shoulder,Fashion,Ladies,Women,Women's Fashion,Casual,Cotton",2
5e913de867b78002c07d5ff9,3.91,4,3.73,Grande taille mode femmes été débardeurs décontractés chemisiers de plage en vrac sans manches imprimé coton plage t-shirt,Plus Size Fashion Women Summer Casual Tank Tops Loose Beach Blouses Sleeveless Printed Cotton Beach T Shirt,yellow,48,"suspenders,Summer,Plus Size,Tank,Shirt,Beach,Tops,Loose,Women's Fashion,Fashion,printed,Summer Fashion,sleeveless,Cotton,blouse,Casual,Women",2
