index,merchant_id,listed_products,total_units_sold,mean_units_sold_per_product,rating_per_merchant_products,mean_product_prices,mean_retail_prices,average_discount,revenues
138,5406cabdc5c2464980dc6314,4,15100,3775.0,4.167,7.25,23.5,47.0,109475.0
139,5ae90e716691361cdb40fb0b,4,15100,3775.0,4.275,8.25,22.5,50.0,124575.0
140,5784d339e8aa8938977fefd0,3,15050,5017.0,4.146,8.33,17.67,31.0,125366.5
141,5c73a50ba0e25714e7f2bf90,2,15000,7500.0,3.938,8.0,7.0,14.0,120000.0
142,597767f6171974220c25560a,2,15000,7500.0,4.03,13.5,11.5,17.0,202500.0
143,5810bc6d61e38656e04e8ba2,2,15000,7500.0,4.055,6.45,5.5,17.0,96750.0
144,583547f417dc6224cb464117,2,15000,7500.0,4.058,7.5,7.0,7.0,112500.0
145,569f632ed5f0840dda331a97,2,15000,7500.0,4.238,10.0,14.5,25.0,150000.0
146,57baf75f63834218e305e4f4,5,13100,2620.0,3.886,9.78,8.6,12.0,128117.99999999999
147,59c86bce67e9be6f9da5cb03,4,13000,3250.0,4.03,6.1,43.0,65.0,79300.0
148,556d0dc2c00cd721cce30dd1,3,12000,4000.0,3.996,6.33,6.0,5.0,75960.0
149,584bcf7bfef409603f39b619,3,12000,4000.0,4.018,5.96,6.33,8.0,71520.0
150,566eaa533a698c6442549a74,4,12000,3000.0,3.947,7.4,25.0,38.0,88800.0
151,565c13ad389b9b2df29caa32,4,12000,3000.0,4.137,6.11,11.5,33.0,73320.0
152,5667f9745eec70268023940b,5,11200,2240.0,3.947,10.18,13.0,4.0,114016.0
153,58cfdefdacb37b556efdff7c,4,11100,2775.0,4.02,8.75,9.5,7.0,97125.0
154,5832e5632f5e534c23488f06,4,11100,2775.0,4.101,11.5,17.75,20.0,127650.0
155,55542b4b662da7114d591723,3,11000,3667.0,4.102,8.0,8.0,1.0,88000.0
156,5829d1ca96db262f04db2063,2,11000,5500.0,3.85,8.0,60.5,70.0,88000.0
157,5831ae002f5e534c0a485f06,2,11000,5500.0,3.865,9.0,18.0,31.0,99000.0
158,53994751796f684b7f2193b5,2,11000,5500.0,3.973,6.93,22.5,41.0,76230.0
159,57086fd7fa6bee434d0e5852,2,11000,5500.0,4.029,6.0,50.0,81.0,66000.0
160,5954b765abea9167c0495382,2,11000,5500.0,4.163,10.5,9.0,16.0,115500.0
161,58481b8e728de666bd5b925f,2,11000,5500.0,4.193,15.0,125.0,88.0,165000.0
162,57c306d73a698c06f98ed450,4,10200,2550.0,4.114,7.5,21.0,65.0,76500.0
163,57fde031235aaa1926afe803,3,10100,3367.0,4.014,6.67,27.33,51.0,67367.0
164,55cc46e9b4f3404582b70222,2,10100,5050.0,3.928,10.0,27.0,47.0,101000.0
165,5667c747eb4b140fe963ba77,2,10100,5050.0,3.987,7.5,46.0,46.0,75750.0
166,5b24b6bdd1c3601ba899f0c0,1,10000,10000.0,3.795,12.0,11.0,9.0,120000.0
167,5d4b891183889735374d3c88,1,10000,10000.0,3.795,8.0,56.0,86.0,80000.0
168,582872761004352e57ee38a1,1,10000,10000.0,3.849,9.0,14.0,36.0,90000.0
169,5b14bc7ddaac4575492a01c5,1,10000,10000.0,3.872,11.0,20.0,45.0,110000.0
170,59a2e74a8696be0eeb7a7ba9,1,10000,10000.0,3.897,8.0,7.0,14.0,80000.0
171,5d3d59c772b0c92f4d1ea32d,1,10000,10000.0,3.907,7.0,16.0,57.0,70000.0
172,582d5286168b54404ec5ecf2,1,10000,10000.0,3.941,13.0,14.0,8.0,130000.0
173,591ed674fc9cce0fcd7ff354,1,10000,10000.0,3.952,5.9,5.0,18.0,59000.0
174,5b8beef49996c87b299cdbec,1,10000,10000.0,3.958,11.0,10.0,10.0,110000.0
175,5833f721e18c0f15d659a8ed,1,10000,10000.0,3.961,8.0,7.0,14.0,80000.0
176,5b629265299c7e3db17cf86d,1,10000,10000.0,3.975,5.77,5.0,15.0,57699.99999999999
177,58579043e950f24d94f612dc,1,10000,10000.0,3.976,8.0,13.0,39.0,80000.0
178,57e90050b97437131f78c7d7,1,10000,10000.0,3.982,5.78,26.0,78.0,57800.0
179,584a9e7421390e4cb68dec18,1,10000,10000.0,3.982,8.0,7.0,14.0,80000.0
180,5620c3b23a698c4bc7d17e8c,1,10000,10000.0,3.985,12.0,11.0,9.0,120000.0
181,58061170aa46c6195c12950b,1,10000,10000.0,3.988,8.0,9.0,12.0,80000.0
182,5847df29728de666ef5b853b,1,10000,10000.0,3.995,8.0,8.0,0.0,80000.0
183,56669d89eb4b14361d45090f,1,10000,10000.0,4.018,5.65,25.0,78.0,56500.0
184,58da4490933abf52ad547200,1,10000,10000.0,4.025,8.0,118.0,94.0,80000.0
185,578ed3e53a698c2b54ac93f4,1,10000,10000.0,4.026,11.0,10.0,10.0,110000.0
186,55cc3e5f845591103477a2f8,1,10000,10000.0,4.033,6.0,9.0,34.0,60000.0
187,570ceafac277d445e3cbebe5,1,10000,10000.0,4.053,8.0,7.0,14.0,80000.0
188,5b6bb9c8dd0d902d18928318,1,10000,10000.0,4.054,5.68,7.0,19.0,56800.0
189,5556c60071e86d19fe7590d4,1,10000,10000.0,4.055,6.0,7.0,15.0,60000.0
190,5a9cfdb4ccf0c85918542fdd,1,10000,10000.0,4.066,7.0,6.0,16.0,70000.0
191,565973368f5f027e14060846,1,10000,10000.0,4.071,14.0,75.0,82.0,140000.0
192,5730557ae3daeb5b35ee1f0b,1,10000,10000.0,4.074,6.0,8.0,25.0,60000.0
193,573d951ad57895595f6d5854,1,10000,10000.0,4.077,8.0,7.0,14.0,80000.0
194,567a54fe7071ec7e12a1494e,1,10000,10000.0,4.079,9.0,8.0,12.0,90000.0
195,5b52ea49b56d05463d973207,1,10000,10000.0,4.085,8.0,22.0,64.0,80000.0
196,5448701f90c77609a237f99f,1,10000,10000.0,4.088,12.0,13.0,8.0,120000.0
197,5780c6b2e8aa893157a3286f,1,10000,10000.0,4.101,7.0,6.0,16.0,70000.0
198,5939085087117919c6f12a77,1,10000,10000.0,4.105,1.91,2.0,5.0,19100.0
199,58c28c4cae99c651278d7e6e,1,10000,10000.0,4.109,11.0,10.0,10.0,110000.0
200,591c47e34d43573c91966c72,1,10000,10000.0,4.115,11.0,43.0,75.0,110000.0
201,5937930e188f3d1bd209896d,1,10000,10000.0,4.122,11.0,12.0,9.0,110000.0
202,57fcc26f1c813a50b2a86956,1,10000,10000.0,4.123,6.0,142.0,96.0,60000.0
203,5acdb384ccf0c86f34c5d539,1,10000,10000.0,4.125,7.0,6.0,16.0,70000.0
204,5addba5481260b1ddfffe5a3,1,10000,10000.0,4.145,7.0,16.0,57.0,70000.0
205,56c3c5d830d9795c3bad3124,1,10000,10000.0,4.148,13.0,11.0,18.0,130000.0
206,59b88527b77173631729908e,1,10000,10000.0,4.149,4.0,4.0,0.0,40000.0
207,56e6928521790d587623b3b4,1,10000,10000.0,4.151,5.0,5.0,0.0,50000.0
208,57973560cb38dd77d126e9f1,1,10000,10000.0,4.152,11.0,16.0,32.0,110000.0
209,5acc6cc0c3911a32ad141f60,1,10000,10000.0,4.162,7.0,9.0,23.0,70000.0
210,5961d4e6905fdb5a6f505cd3,1,10000,10000.0,4.181,8.0,7.0,14.0,80000.0
211,59dc769133a48743534ac5c7,1,10000,10000.0,4.181,11.0,11.0,0.0,110000.0
212,586dff6c16e4106b5e5feb58,1,10000,10000.0,4.183,6.0,76.0,93.0,60000.0
213,5ae5c3cb4215954239aff8b9,1,10000,10000.0,4.188,6.0,10.0,40.0,60000.0
214,57d904168172661fe3b3256a,1,10000,10000.0,4.192,9.0,59.0,85.0,90000.0
215,58ffff331a1cef16a78c78f4,1,10000,10000.0,4.203,13.0,84.0,85.0,130000.0
216,598040ea0ec30f7f43a3cc35,1,10000,10000.0,4.209,9.0,8.0,12.0,90000.0
217,56e628924bd2915857b4ffdf,1,10000,10000.0,4.224,14.0,12.0,16.0,140000.0
218,56f0f2bdc3c3715871ade946,1,10000,10000.0,4.228,8.0,25.0,68.0,80000.0
219,5d52278327752b029793c927,1,10000,10000.0,4.238,1.77,2.0,12.0,17700.0
220,5b43232f86152a07d4ffc58c,1,10000,10000.0,4.241,8.0,11.0,28.0,80000.0
221,5b8a5636af279f1699366496,1,10000,10000.0,4.251,18.0,17.0,5.0,180000.0
222,551c02310570552bbd036dbb,1,10000,10000.0,4.259,8.0,11.0,28.0,80000.0
223,5ad31267ea8764621df718c0,1,10000,10000.0,4.28,6.0,31.0,81.0,60000.0
224,58b81d56e3f66d59b36812ac,1,10000,10000.0,4.293,7.0,6.0,16.0,70000.0
225,53ad2f5a46188e43c8b6bef6,1,10000,10000.0,4.301,13.0,84.0,85.0,130000.0
226,591a999d1a071f7e40e984a4,1,10000,10000.0,4.301,16.0,14.0,14.0,160000.0
227,56e7bdeefdc43f585fce9122,1,10000,10000.0,4.308,13.0,11.0,18.0,130000.0
228,53f2db3c104dae6bcae0c271,1,10000,10000.0,4.311,4.0,4.0,0.0,40000.0
229,5577b101429aa92940bc33e7,1,10000,10000.0,4.314,6.0,6.0,0.0,60000.0
230,596c927e94158579f28517e3,1,10000,10000.0,4.322,8.0,47.0,83.0,80000.0
231,5b2604207b94e16c00375350,1,10000,10000.0,4.324,6.0,6.0,0.0,60000.0
232,59797d8e439a9870104928a1,1,10000,10000.0,4.343,9.0,17.0,48.0,90000.0
233,565537c7a9a8a4572be0bef5,1,10000,10000.0,4.353,17.0,15.0,13.0,170000.0
234,5bd0a13aa8f4bb2739445be4,1,10000,10000.0,4.356,5.66,5.0,13.0,56600.0
235,58a6971e0e16e97a6636a1b8,1,10000,10000.0,4.395,4.66,5.0,7.0,46600.0
236,57713183bd6b18740117229d,1,10000,10000.0,4.396,3.67,4.0,9.0,36700.0
237,585037af728de662411bd39a,2,10000,5000.0,3.775,8.5,8.0,4.0,85000.0
238,5bde9444a53011739fbde291,2,10000,5000.0,3.818,8.5,8.0,5.0,85000.0
239,5646e6e72a6bdb446aaf6cc8,2,10000,5000.0,3.88,11.0,10.0,10.0,110000.0
240,58d20e95c7b73b52c9670c22,2,10000,5000.0,4.048,5.0,6.0,17.0,50000.0
241,56c55a76cce1893c1b8a1716,2,10000,5000.0,4.07,5.0,8.0,38.0,50000.0
242,5b658cbebc3b221445ba1440,2,10000,5000.0,4.082,7.0,159.0,96.0,70000.0
243,58dceeb2a6d6757401114dfd,2,10000,5000.0,4.106,13.0,11.5,12.0,130000.0
244,599bf53b21064f19ffffc891,2,10000,5000.0,4.124,10.0,18.0,30.0,100000.0
245,57fc688ffcd3bb1955cb6f31,2,10000,5000.0,4.217,7.0,26.0,74.0,70000.0
246,58a6b5d975b8da57c954c719,2,10000,5000.0,4.286,4.75,4.5,4.0,47500.0
247,5495976a40b3782bc8b3654a,4,8000,2000.0,3.954,9.75,11.25,5.0,78000.0
248,5ae296b6cd968d66be12d247,3,7000,2333.0,4.062,8.67,24.33,27.0,60690.0
249,587f85cbb8038f4cb049c56c,3,7000,2333.0,4.08,6.27,14.33,43.0,43890.0
250,5ae3d438c1d5187ae0dcea90,3,7000,2333.0,4.147,10.33,27.0,36.0,72310.0
251,571b38e66c39b141b1ad43e1,4,6200,1550.0,3.858,5.75,5.5,3.0,35650.0
252,58311e2257e86a1b8863f74c,4,6200,1550.0,3.968,8.5,33.0,36.0,52700.0
253,58a99ceca65ebc504a6ebf1e,4,6020,1505.0,3.966,8.95,42.75,37.0,53878.99999999999
254,58b92804935861529969e778,3,6010,2003.0,4.254,5.97,5.33,11.0,35879.7
255,5d464f4a56a26046dd1bb8a4,2,6000,3000.0,3.777,12.0,11.0,9.0,72000.0
256,5d49403060c79c113a908720,2,6000,3000.0,3.871,7.5,6.5,15.0,45000.0
257,583e34bb0299bc7904a92edf,2,6000,3000.0,4.152,9.0,8.0,12.0,54000.0
258,5860cf7b0929fc4d76180aed,2,6000,3000.0,4.194,10.0,9.0,11.0,60000.0
259,5788a55ba78e3f2dce4126ff,2,6000,3000.0,4.223,3.5,3.5,0.0,21000.0
260,58d0c52c19bf8b6b34178db0,2,6000,3000.0,4.268,9.5,61.0,82.0,57000.0
261,5268759b736046671957190c,5,5400,1080.0,3.838,2.31,10.0,75.0,12474.0
262,55f7c64b3a698c4749f3bccf,4,5250,1313.0,4.074,7.75,13.5,12.0,40687.5
263,566a47bfe9fa8a31b3ef5141,5,5250,1050.0,4.002,6.8,32.4,68.0,35700.0
264,54d83b6b6b8a771e478558de,3,5200,1733.0,3.696,3.0,46.67,92.0,15600.0
265,53f6b7c81c105e2dfac91041,3,5200,1733.0,4.301,8.67,8.0,7.0,45084.0
266,58ba636a69ad29505a730852,2,5100,2550.0,3.832,3.37,43.5,54.0,17187.0
267,5963882dd9b42511248ca27d,2,5100,2550.0,3.854,10.98,10.0,6.0,55998.0
268,5788dc8d88eb7a2e8a04b1b2,2,5100,2550.0,3.955,12.5,35.5,33.0,63750.0
269,5ad4325e9bda4e08bf7fd188,2,5100,2550.0,4.065,17.0,64.0,36.0,86700.0
270,5d173ba2dbf7606ee45e0b19,2,5100,2550.0,4.216,6.0,17.0,65.0,30600.0
271,5b235f8ad1c3603c027fdcda,2,5100,2550.0,4.218,10.0,9.5,3.0,51000.0
272,583e3e7a5022c71b82d1b18c,2,5100,2550.0,4.236,6.34,13.5,28.0,32334.0
273,5817f156d8ef7848c3b400cc,2,5100,2550.0,4.386,11.5,128.5,91.0,58650.0
274,593aa1956a74d26d7914a7e4,1,5000,5000.0,3.682,12.0,11.0,9.0,60000.0
275,59a8267535e73b1fe45b702e,1,5000,5000.0,3.687,7.0,6.0,16.0,35000.0
276,5832a8766945cb1c96d3e2d8,1,5000,5000.0,3.795,18.0,27.0,34.0,90000.0
277,58314fcb7284901b7ca0d358,1,5000,5000.0,3.8,8.0,8.0,0.0,40000.0
278,57ac6144abd6d018985e34a7,1,5000,5000.0,3.819,15.0,13.0,15.0,75000.0
279,5ad6ddb822fad74c8ed3fa3a,1,5000,5000.0,3.821,9.0,8.0,12.0,45000.0
280,5ae2fae49d5e9703cfd6b63c,1,5000,5000.0,3.843,11.0,17.0,36.0,55000.0
281,59e6e21337f9f80861ee895f,1,5000,5000.0,3.864,8.0,50.0,84.0,40000.0
